,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
39093,45,Private,144579,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
38937,44,State-gov,183829,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
26552,27,Private,131679,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
35061,26,Private,142506,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States
5341,23,State-gov,340605,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,12,United-States
39541,37,Private,178948,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,45,United-States
15547,18,Private,414166,12th,8,Never-married,Other-service,Own-child,Black,Female,0,0,32,United-States
35573,44,Local-gov,145246,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States
22756,38,Private,175360,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,2559,90,United-States
16703,32,State-gov,92003,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
15866,41,Private,230959,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines
46685,31,Private,168906,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States
1295,62,Private,166691,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
24158,24,Private,357028,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States
18403,23,Private,199070,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Male,0,0,16,United-States
13076,52,Private,146015,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
3055,59,Private,378585,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States
41297,30,Private,299223,Some-college,10,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
27449,38,Private,110713,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
43489,44,Private,202872,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States
32949,37,Self-emp-not-inc,348960,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
22123,25,Private,195994,1st-4th,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala
48133,41,Private,93885,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States
12525,21,Private,323497,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,36,United-States
46609,17,Private,128617,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,26,United-States
789,30,Private,143766,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
635,41,State-gov,253250,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States
8161,59,,291856,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States
20321,38,State-gov,220421,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
11214,52,Private,111192,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
21375,33,Private,279524,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
36062,51,Private,147200,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
34733,61,Private,298400,Bachelors,13,Divorced,Sales,Not-in-family,Black,Male,4787,0,48,United-States
33608,50,Private,98975,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States
11884,41,Local-gov,307767,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
3033,30,Private,250804,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
22415,64,State-gov,211222,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
27065,28,,223745,Some-college,10,Never-married,,Unmarried,White,Female,0,0,40,United-States
41118,20,Private,236804,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
41968,70,Private,195739,10th,6,Widowed,Craft-repair,Unmarried,White,Male,0,0,45,United-States
40596,53,Private,31588,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,United-States
28998,58,Private,183870,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
22569,32,Private,273287,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,Jamaica
41727,35,Private,299353,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States
44422,41,Private,122626,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,48,United-States
18167,68,Private,107910,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
22369,20,Private,105312,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,18,United-States
38770,37,Self-emp-not-inc,203828,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
28009,30,Private,170130,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
11579,50,Local-gov,159689,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,35,United-States
2622,31,Private,48456,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
22753,54,Self-emp-not-inc,108933,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
46409,34,Private,84154,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
47116,45,Private,294671,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,38,United-States
26928,42,Local-gov,185129,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,
9339,44,Private,227065,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,
37963,25,Private,324609,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States
9529,17,Private,110916,11th,7,Never-married,Sales,Own-child,White,Female,0,0,10,United-States
44304,32,Private,144064,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States
40377,39,Self-emp-not-inc,597843,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,Columbia
27687,39,Private,248445,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico
22712,34,Federal-gov,112115,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States
13681,19,Private,110998,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines
31913,60,Private,40856,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States
17148,17,Private,368700,11th,7,Never-married,Sales,Own-child,White,Male,0,0,28,United-States
35952,17,Private,152652,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States
36262,44,Private,230592,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States
12266,23,Private,230824,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States
24257,34,Private,134737,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States
22927,37,,223732,Some-college,10,Separated,,Unmarried,White,Male,0,0,40,United-States
42940,20,Private,166527,Some-college,10,Never-married,Adm-clerical,Own-child,Other,Female,0,0,20,United-States
30069,57,State-gov,32694,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
21337,26,Private,330695,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
16540,50,Private,204518,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
32402,33,Private,460408,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,3325,0,50,United-States
23199,24,Private,73514,Some-college,10,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,50,Philippines
32758,51,Private,162988,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States
16055,36,Private,272950,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
9976,39,Private,156261,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States
6176,36,Self-emp-not-inc,184435,11th,7,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States
5666,33,Private,589155,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
2671,37,Private,226500,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
12591,51,Private,345459,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States
41697,53,Private,99185,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States
9873,62,Private,216765,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,
32451,39,Private,47871,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States
48559,55,Private,89182,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Italy
12854,24,State-gov,334693,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
10224,54,Private,283725,Masters,14,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States
30516,48,Private,94342,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States
34358,32,Private,174789,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States
40345,50,Self-emp-inc,163921,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States
3481,41,Private,109539,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
18667,33,Self-emp-not-inc,312055,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States
27494,62,Private,116104,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Germany
13608,36,State-gov,235195,Some-college,10,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
31759,24,State-gov,133586,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
21610,45,Local-gov,37306,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
21864,27,Private,329005,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
23471,46,Private,239439,HS-grad,9,Separated,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States
15928,37,Private,389725,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,United-States
38149,36,Private,115834,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,55,United-States
26824,33,Private,193042,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
21234,49,Private,142287,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50,United-States
24395,34,Private,306215,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States
37605,20,State-gov,432052,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,15,United-States
39828,41,Private,102085,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States
18688,42,Private,250121,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States
11078,27,Private,221166,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
16723,24,Federal-gov,191073,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male,0,0,40,United-States
20973,55,Self-emp-not-inc,168625,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,12,United-States
4712,45,Private,252616,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,36,China
15927,24,Private,362059,12th,8,Never-married,Craft-repair,Own-child,White,Male,0,0,32,United-States
10213,36,Self-emp-inc,173968,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
23153,52,Private,204322,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,United-States
16681,20,Private,416103,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
38169,17,Private,171080,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States
36484,22,Private,166371,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,
32510,52,Private,185283,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
34590,27,Private,160786,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States
4637,33,Private,203488,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States
46091,17,Private,206998,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States
10665,29,Private,125131,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States
27656,37,State-gov,186934,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
41334,61,,394534,HS-grad,9,Married-civ-spouse,,Husband,Black,Male,0,0,6,United-States
21959,49,Private,178749,Masters,14,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
46896,29,,65372,Some-college,10,Divorced,,Unmarried,White,Female,0,0,40,United-States
46606,61,Private,81132,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines
43431,47,Private,94809,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States
29301,34,Self-emp-not-inc,137223,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States
39428,27,Private,195337,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States
24939,20,Private,637080,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States
21770,41,Private,336643,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States
5902,36,Private,37238,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,42,United-States
35615,35,State-gov,226789,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States
18302,36,Private,103110,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,England
28606,45,Private,187226,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
28118,67,Self-emp-not-inc,105907,1st-4th,2,Widowed,Other-service,Not-in-family,Black,Female,0,0,20,United-States
38338,58,Private,111394,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
37076,47,State-gov,199512,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
17009,31,Private,223212,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico
21942,19,Private,93604,7th-8th,4,Never-married,Craft-repair,Own-child,White,Male,0,1602,32,United-States
27162,28,,147471,HS-grad,9,Divorced,,Own-child,White,Female,0,0,10,United-States
22047,62,,97231,Some-college,10,Married-civ-spouse,,Wife,White,Female,0,0,1,United-States
20393,38,State-gov,31352,Some-college,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States
9875,18,,354236,10th,6,Never-married,,Own-child,White,Female,0,0,30,United-States
10140,53,State-gov,91121,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
32131,17,Private,73338,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States
27977,32,Private,175878,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States
30405,36,Private,182074,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States
15853,59,Local-gov,167027,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
34143,33,Private,125762,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States
20209,36,Private,250791,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States
44445,55,,141807,HS-grad,9,Never-married,,Not-in-family,White,Male,13550,0,40,United-States
46250,48,Private,207817,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,32,Columbia
38656,46,Local-gov,167159,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States
16440,42,Private,228456,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States
1446,32,Private,227282,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
6228,29,Private,152951,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
7692,27,Private,192140,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States
255,21,Private,250939,Some-college,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,35,United-States
47836,29,Private,112403,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,
47111,33,,314913,11th,7,Divorced,,Own-child,White,Male,0,0,53,United-States
34848,32,Private,113364,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
16855,27,Private,158156,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States
10461,34,Private,154874,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
39299,35,Private,216473,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
32150,57,Self-emp-not-inc,24473,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
6918,41,Private,125461,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
5718,56,Private,161944,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
559,21,Private,151158,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,25,United-States
24540,23,Private,195767,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
12505,28,State-gov,106721,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,
13544,55,Self-emp-not-inc,110844,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
48505,40,Private,70645,Preschool,1,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States
14445,27,Federal-gov,182637,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,
12888,43,Self-emp-not-inc,175943,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,14,United-States
41504,23,Self-emp-inc,306868,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
2857,47,Private,67229,11th,7,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,40,United-States
2510,64,,201700,7th-8th,4,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States
32306,38,Self-emp-not-inc,93206,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,65,United-States
2571,41,Self-emp-inc,136986,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
36228,34,Private,269723,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,2977,0,50,United-States
18986,40,Private,218903,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States
37638,41,Federal-gov,36651,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,40,United-States
28525,76,Private,98695,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States
2522,18,Private,103339,10th,6,Never-married,Sales,Own-child,White,Female,0,1719,16,United-States
33705,44,Private,244974,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States
41043,54,Private,231482,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
13949,22,Private,224969,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States
45090,23,Private,117767,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States
40959,49,Private,34446,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
24133,41,Private,33310,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
17313,27,Private,389713,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
31571,32,Private,204742,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
44335,34,Private,49469,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,99999,0,50,United-States
26718,63,,447079,HS-grad,9,Never-married,,Not-in-family,White,Male,0,0,15,United-States
31869,60,Self-emp-inc,171315,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
16077,24,Private,408585,7th-8th,4,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,45,Mexico
32148,40,State-gov,150533,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,40,United-States
33656,32,Private,154087,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
32528,36,Private,376455,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,38,United-States
19902,63,Private,181863,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,27,United-States
17556,51,Local-gov,152754,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
48729,61,Private,137554,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
25547,53,Local-gov,20676,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States
15121,46,Private,165468,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States
48102,36,,229533,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,United-States
17354,48,State-gov,55863,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,46,United-States
25519,36,Local-gov,51424,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
44803,42,Private,204235,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
25032,27,Self-emp-not-inc,442612,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States
8514,76,Self-emp-inc,99328,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,6514,0,40,United-States
11885,27,Private,192698,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
32400,30,Private,188798,Some-college,10,Divorced,Other-service,Own-child,White,Female,0,0,20,United-States
6203,53,Private,162796,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
37074,51,Private,104748,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
6379,28,Private,360224,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
21707,39,Private,231491,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States
48626,18,Private,347336,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States
46313,24,Private,214542,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,60,Canada
35013,36,Local-gov,178222,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States
16637,65,Private,161400,11th,7,Widowed,Other-service,Unmarried,Other,Male,0,0,40,United-States
25803,40,Private,140559,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,25,United-States
22377,51,Private,138179,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,1876,40,United-States
3174,41,Self-emp-not-inc,118544,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States
8355,23,Private,442478,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,15,United-States
26993,46,Federal-gov,110884,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
29203,27,Private,108431,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States
11363,28,State-gov,181776,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,70,United-States
46298,46,Private,200734,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,Trinadad&Tobago
13730,42,Private,219155,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,50,United-States
23316,51,Private,216475,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,1564,43,United-States
38304,32,Private,235862,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States
42016,30,Private,113364,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,40,Vietnam
32688,40,Private,79531,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,75,United-States
13513,19,Private,134252,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States
28639,35,Private,142282,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,25,United-States
46596,42,Private,276218,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States
39017,34,State-gov,112062,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
43107,42,Private,34278,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
4518,64,Local-gov,181628,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States
664,65,,190454,11th,7,Married-civ-spouse,,Husband,White,Male,0,0,29,United-States
16949,20,,114746,11th,7,Married-spouse-absent,,Own-child,Asian-Pac-Islander,Female,0,1762,40,South
40296,58,,353244,Bachelors,13,Widowed,,Unmarried,White,Female,27828,0,50,United-States
39014,49,Private,43348,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
15919,37,Private,171393,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1740,40,United-States
20083,22,Private,198148,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,50,United-States
22482,28,Private,119793,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States
7398,32,Private,307353,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
17773,45,Private,103538,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
20753,46,Private,117502,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
38717,31,Private,113838,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
1533,40,Private,222504,Assoc-voc,11,Never-married,Prof-specialty,Own-child,White,Female,0,0,36,United-States
39095,21,Private,202871,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,20,United-States
33079,51,,146325,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,28,United-States
